,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
148,,6.0,,,,,,0.0,0.0,,1258.0,,,,368.0,,success,6,,,,53.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
149,,5.0,,,,,,4.034129524948389,0.0,,1295.0,,,,385.0,,success,5,,,,54.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
150,,1.0,,,,,,3.9799870633621692,0.0,,1563.0,,,,375.0,,success,1,,,,55.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
151,,5.0,,,,,,6.260356345379189,0.0,,1565.0,,,,418.0,,success,5,,,,56.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
152,,5.0,,,,,,0.0,0.0,,1565.0,,,,448.0,,success,5,,,,57.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
153,,31.0,,,,,,6.249487576664902,0.0,,1231.0,,,,383.0,,success,1,,,,58.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
154,,1.0,,,,,,0.0,0.0,,1231.0,,,,459.0,,success,1,,,,59.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
155,,25.0,,,,,,2.0891352565052252,0.0,,1964.0,,,,296.0,,success,5,,,,60.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
156,,34.0,,,,,,6.75,0.0,,1372.0,,,,392.0,,success,4,,,,61.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
157,,31.0,,,,,,2.11778476005072,0.0,,1537.0,,,,406.0,,success,1,,,,62.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
158,,22.0,,,,,,6.517702366582666,0.0,,1357.0,,,,407.0,,success,2,,,,63.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
159,,36.0,,,,,,2.1408107273555883,0.0,,1420.0,,,,400.0,,success,6,,,,64.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
160,,32.0,,,,,,4.0341205232680535,0.0,,1425.0,,,,477.0,,success,2,,,,65.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
161,,6.0,,,,,,6.329700771236302,0.0,,1710.0,,,,384.0,,success,6,,,,66.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
162,,35.0,,,,,,4.0167249172596495,0.0,,1374.0,,,,450.0,,success,5,,,,67.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
163,,21.0,,,,,,6.2940394260440184,0.0,,1361.0,,,,425.0,,success,1,,,,68.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
164,,2.0,,,,,,0.0,0.0,,1361.0,,,,434.0,,success,2,,,,69.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
165,,4.0,,,,,,0.0,0.0,,1361.0,,,,477.0,,success,4,,,,70.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
166,,6.0,,,,,,0.0,0.0,,1361.0,,,,512.0,,success,6,,,,71.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
167,,3.0,,,,,,0.0,0.0,,1361.0,,,,757.0,,success,3,,,,72.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
168,,2.0,,,,,,4.048298792869873,0.0,,2598.0,,,,401.0,,success,2,,,,73.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
169,,1.0,,,,,,6.1813548977582995,0.0,,2396.0,,,,396.0,,success,1,,,,74.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
170,,24.0,,,,,,6.75,0.0,,1558.0,,,,395.0,,success,4,,,,75.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
171,,33.0,,,,,,6.75,0.0,,1267.0,,,,408.0,,success,3,,,,76.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
172,,2.0,,,,,,6.327973808167353,0.0,,2069.0,,,,373.0,,success,2,,,,77.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
173,,23.0,,,,,,6.75,0.0,,1268.0,,,,724.0,,success,3,,,,78.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
174,,22.0,,,,,,1.9898237463432054,0.0,,1420.0,,,,360.0,,success,2,,,,79.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
175,,34.0,,,,,,6.2821206201452195,0.0,,1272.0,,,,356.0,,success,4,,,,80.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
176,,5.0,,,,,,6.131406319267571,0.0,,1239.0,,,,404.0,,success,5,,,,81.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
177,,36.0,,,,,,6.349397868106544,0.0,,1342.0,,,,418.0,,success,6,,,,82.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
178,,36.0,,,,,,3.9139417585233303,0.0,,1152.0,,,,362.0,,success,6,,,,83.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
179,,4.0,,,,,,1.9933986634323688,0.0,,1362.0,,,,407.0,,success,4,,,,84.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
180,,21.0,,,,,,4.128676077227723,0.0,,1268.0,,,,527.0,,success,1,,,,85.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
181,,34.0,,,,,,6.227904343577247,0.0,,1214.0,,,,512.0,,success,4,,,,86.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
182,,5.0,,,,,,0.0,0.0,,1214.0,,,,458.0,,success,5,,,,87.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
183,,22.0,,,,,,1.9208399816391095,0.0,,1391.0,,,,355.0,,success,2,,,,88.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
184,,1.0,,,,,,1.9351730126485327,0.0,,1250.0,,,,437.0,,success,1,,,,89.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
185,,5.0,,,,,,0.0,0.0,,1250.0,,,,566.0,,success,5,,,,90.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
186,,5.0,,,,,,2.022451829296643,0.0,,1283.0,,,,524.0,,success,5,,,,91.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
187,,1.0,,,,,,6.75,0.0,,1409.0,,,,518.0,,success,1,,,,92.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
188,,21.0,,,,,,2.0552391377814443,0.0,,3074.0,,,,463.0,,success,1,,,,93.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
189,,36.0,,,,,,3.9776946393168005,0.0,,1401.0,,,,417.0,,success,6,,,,94.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
190,,2.0,,,,,,4.0632052834783785,0.0,,1212.0,,,,373.0,,success,2,,,,95.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
191,,33.0,,,,,,4.167935801844904,0.0,,1238.0,,,,291.0,,success,3,,,,96.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
192,,34.0,,,,,,2.0847486786622498,0.0,,2257.0,,,,360.0,,success,4,,,,97.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
193,,4.0,,,,,,3.908132018521823,0.0,,1400.0,,,,396.0,,success,4,,,,98.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
194,,5.0,,,,,,1.89715823334469,0.0,,1516.0,,,,373.0,,success,5,,,,99.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
195,,32.0,,,,,,4.063037781916059,0.0,,1393.0,,,,351.0,,success,2,,,,100.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
196,,6.0,,,,,,1.9795562464831369,0.0,,2808.0,,,,515.0,,success,6,,,,101.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
197,,31.0,,,,,,2.039593989013169,0.0,,2619.0,,,,364.0,,success,1,,,,102.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
198,,1.0,,,,,,0.0,0.0,,2619.0,,,,469.0,,success,1,,,,103.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
199,,26.0,,,,,,6.75,0.0,,1353.0,,,,432.0,,success,6,,,,104.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
200,,33.0,,,,,,6.250234794436606,0.0,,1521.0,,,,396.0,,success,3,,,,105.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
201,,6.0,,,,,,6.75,0.0,,1254.0,,,,391.0,,success,6,,,,106.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
202,,35.0,,,,,,6.285075235749758,0.0,,1249.0,,,,373.0,,success,5,,,,107.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
203,,25.0,,,,,,3.938947524263447,0.0,,1380.0,,,,368.0,,success,5,,,,108.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
204,,22.0,,,,,,6.290364966371247,0.0,,1464.0,,,,484.0,,success,2,,,,109.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
205,,3.0,,,,,,2.0694451581248394,0.0,,1341.0,,,,393.0,,success,3,,,,110.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
206,,22.0,,,,,,3.975389780178734,0.0,,1366.0,,,,436.0,,success,2,,,,111.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
207,,6.0,,,,,,0.0,0.0,,1366.0,,,,465.0,,success,6,,,,112.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
208,,2.0,,,,,,2.1078198451381414,0.0,,2241.0,,,,345.0,,success,2,,,,113.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
209,,4.0,,,,,,0.0,0.0,,2241.0,,,,446.0,,success,4,,,,114.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
210,,23.0,,,,,,2.114116844068307,0.0,,1599.0,,,,396.0,,success,3,,,,115.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
211,,86.0,,,,,,3.9887976801955007,0.0,,1563.0,,,,381.0,,success,6,,,,116.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
212,,32.0,,,,,,6.75,0.0,,1413.0,,,,451.0,,success,2,,,,117.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
213,,21.0,,,,,,6.178090781558476,0.0,,1257.0,,,,388.0,,success,1,,,,118.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
214,,26.0,,,,,,3.8760616325450767,0.0,,1299.0,,,,339.0,,success,6,,,,119.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
215,,4.0,,,,,,6.160073670052027,0.0,,1346.0,,,,508.0,,success,4,,,,120.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
216,,1.0,,,,,,1.910851436081632,0.0,,1695.0,,,,397.0,,success,1,,,,121.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
217,,23.0,,,,,,6.273131060439326,0.0,,1310.0,,,,346.0,,success,3,,,,122.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
218,,35.0,,,,,,6.75,0.0,,1358.0,,,,568.0,,success,5,,,,123.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
219,,36.0,,,,,,6.75,0.0,,1318.0,,,,168.0,,success,6,,,,124.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
220,,36.0,,,,,,6.29934902823681,0.0,,1264.0,,,,424.0,,success,6,,,,125.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
221,,32.0,,,,,,6.292282060799594,0.0,,1318.0,,,,300.0,,success,2,,,,126.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
222,,26.0,,,,,,4.088156974668104,0.0,,1508.0,,,,431.0,,success,6,,,,127.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
223,,2.0,,,,,,4.11423488358231,0.0,,1354.0,,,,373.0,,success,2,,,,128.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
224,,75.0,,,,,,4.026158145435365,2369.0,,0.0,,,,0.0,,gamble,5,,,,129.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
225,,3.0,,,,,,0.0,0.0,,0.0,,,,353.0,,success,3,,,,130.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
226,,3.0,,,,,,2.022016248086733,0.0,,1242.0,,,,365.0,,success,3,,,,131.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
227,,31.0,,,,,,4.032571544731674,0.0,,1612.0,,,,326.0,,success,1,,,,132.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
228,,5.0,,,,,,4.13426695691865,0.0,,1462.0,,,,394.0,,success,5,,,,133.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
229,,4.0,,,,,,6.166798783179694,0.0,,1456.0,,,,399.0,,success,4,,,,134.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
230,,1.0,,,,,,3.934589246259582,0.0,,1319.0,,,,265.0,,success,1,,,,135.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
231,,4.0,,,,,,6.75,0.0,,1395.0,,,,434.0,,success,4,,,,136.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
232,,6.0,,,,,,6.284691769861052,0.0,,1275.0,,,,482.0,,success,6,,,,137.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
233,,3.0,,,,,,6.120779596123367,0.0,,1338.0,,,,405.0,,success,3,,,,138.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
234,,31.0,,,,,,6.2025452809766355,0.0,,1251.0,,,,446.0,,success,1,,,,139.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
235,,25.0,,,,,,6.215355947317798,0.0,,1379.0,,,,402.0,,success,5,,,,140.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
236,,1.0,,,,,,6.153374868654962,0.0,,1221.0,,,,539.0,,success,1,,,,141.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
237,,22.0,,,,,,4.087683947064548,0.0,,1914.0,,,,366.0,,success,2,,,,142.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
238,,6.0,,,,,,4.011971469268109,0.0,,1781.0,,,,404.0,,success,6,,,,143.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
239,,25.0,,,,,,6.321927323626273,0.0,,1365.0,,,,483.0,,success,5,,,,144.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
240,,4.0,,,,,,0.0,0.0,,1365.0,,,,454.0,,success,4,,,,145.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
241,,2.0,,,,,,0.0,0.0,,1365.0,,,,565.0,,success,2,,,,146.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
242,,32.0,,,,,,1.9328599405951992,0.0,,1649.0,,,,789.0,,success,2,,,,147.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
243,,26.0,,,,,,6.326214244737279,0.0,,1412.0,,,,411.0,,success,6,,,,148.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
244,,23.0,,,,,,4.000441957944839,0.0,,1276.0,,,,506.0,,success,3,,,,149.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
245,,34.0,,,,,,1.9418815224849042,0.0,,1480.0,,,,542.0,,success,4,,,,150.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
246,,32.0,,,,,,1.8892633852756522,0.0,,1394.0,,,,316.0,,success,2,,,,151.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
247,,4.0,,,,,,1.9001354040224827,0.0,,1633.0,,,,367.0,,success,4,,,,152.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
248,,3.0,,,,,3545769.0,3.9398631460110853,0.0,,3055.0,,,,340.0,,success,3,,,,153.0,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
249,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
250,2.0,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
251,,,,,,7,,,,,,,,,,,,,,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
252,,,,,0,,,,,,,,,,,,,,,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
253,,,,,,,,,,,,,,10,,,,,,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
254,,,,4,,,,,,,,,,,,,,,,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
255,,,,,,,,,,2,,,,,,,,,,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
256,,,,,,,,,,,,,6,,,,,,,,,,ATCU3JC12ZH0N:3EICBYG644WIZ6BVV8O67NA6OPKJCV,
257,,,Begin,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
258,,,NextPage,,,,,,,,,0.0,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,22978.0
259,,,NextPage,,,,,,,,,1.0,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,40831.0
260,,,NextPage,,,,,,,,,2.0,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,55211.0
261,,,FinishInstructions,,,,,,,,,3.0,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,57124.0
262,,21.0,,,,,,6.251585217402,0.0,,5209.0,,,,315.0,,success,1,,,,1.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
263,,25.0,,,,,,3.794505206650426,0.0,,1953.0,,,,409.0,,success,5,,,,2.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
264,,22.0,,,,,,4.080543553133036,0.0,,2338.0,,,,407.0,,success,2,,,,3.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
265,,21.0,,,,,,6.75,0.0,,1324.0,,,,333.0,,success,1,,,,4.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
266,,24.0,,,,,,2.082157374238355,0.0,,2145.0,,,,444.0,,success,4,,,,5.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
267,,75.0,,,,,,6.75,0.0,,6041.0,,,,365.0,,success,5,,,,6.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
268,,22.0,,,,,,6.75,0.0,,1653.0,,,,365.0,,success,2,,,,7.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
269,,1.0,,,,,,2.005996626102886,0.0,,2878.0,,,,371.0,,success,1,,,,8.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
270,,31.0,,,,,,6.203211076922078,983.0,,0.0,,,,0.0,,gamble,1,,,,9.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
271,,25.0,,,,,,6.14046797861918,0.0,,1805.0,,,,427.0,,success,5,,,,10.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
272,,34.0,,,,,,2.090257990689308,0.0,,5000.0,,,,395.0,,success,4,,,,11.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
273,,86.0,,,,,,6.75,0.0,,1900.0,,,,429.0,,success,6,,,,12.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
274,,31.0,,,,,,2.0959164001388517,0.0,,1836.0,,,,234.0,,success,1,,,,13.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
275,,86.0,,,,,,1.9545504940792031,0.0,,1501.0,,,,379.0,,success,6,,,,14.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
276,,35.0,,,,,,1.8504356990903434,0.0,,5336.0,,,,186.0,,success,5,,,,15.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
277,,26.0,,,,,,1.9516260605239169,0.0,,1756.0,,,,414.0,,success,6,,,,16.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
278,,3.0,,,,,,4.069281747668634,0.0,,2637.0,,,,333.0,,success,3,,,,17.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
279,,24.0,,,,,,3.923839938499712,0.0,,1574.0,,,,371.0,,success,4,,,,18.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
280,,86.0,,,,,,4.027485691055439,0.0,,1655.0,,,,258.0,,success,6,,,,19.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
281,,6.0,,,,,,0.0,0.0,,1655.0,,,,460.0,,success,6,,,,20.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
282,,1.0,,,,,,6.75,0.0,,3620.0,,,,398.0,,success,1,,,,21.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
283,,1.0,,,,,,2.0488956764488018,0.0,,1402.0,,,,382.0,,success,1,,,,22.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
284,,4.0,,,,,,6.75,0.0,,3308.0,,,,396.0,,success,4,,,,23.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
285,,25.0,,,,,,1.9003527472018265,0.0,,1366.0,,,,397.0,,success,5,,,,24.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
286,,2.0,,,,,,0.0,0.0,,1366.0,,,,426.0,,success,2,,,,25.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
287,,3.0,,,,,,0.0,0.0,,1366.0,,,,401.0,,success,3,,,,26.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
288,,6.0,,,,,,1.9109393432767274,0.0,,1412.0,,,,439.0,,success,6,,,,27.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
289,,4.0,,,,,,6.164710713326793,0.0,,1397.0,,,,388.0,,success,4,,,,28.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
290,,25.0,,,,,,6.75,0.0,,1140.0,,,,580.0,,success,5,,,,29.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
291,,34.0,,,,,,1.9593935494612023,0.0,,1210.0,,,,320.0,,success,4,,,,30.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
292,,32.0,,,,,,2.0071459548204382,3650.0,,0.0,,,,0.0,,gamble,2,,,,31.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
293,,22.0,,,,,,1.999339875285772,0.0,,3330.0,,,,464.0,,success,2,,,,32.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
294,,2.0,,,,,,4.172556448702176,0.0,,1100.0,,,,243.0,,success,2,,,,33.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
295,,75.0,,,,,,5.946022272967899,6185.0,,0.0,,,,0.0,,gamble,5,,,,34.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
296,,36.0,,,,,,6.150443776475926,0.0,,3045.0,,,,372.0,,success,6,,,,35.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
297,,1.0,,,,,,3.9310589579520774,0.0,,1248.0,,,,355.0,,success,1,,,,36.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
298,,36.0,,,,,,4.148646814118673,0.0,,1503.0,,,,412.0,,success,6,,,,37.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
